inventory_id,source_commit,application_id,application_name,application_version,source_path,source_line,subscriber_codeunit_id,subscriber_codeunit_name,subscriber_instance,subscriber_procedure,publisher_object_type,publisher_object,published_event_name,published_element_name,skip_on_missing_license,skip_on_missing_permission,procedure_signature,parameter_names,var_parameter_names,has_ishandled_parameter,has_handled_parameter,has_skip_parameter,conditional_compilation_context,prior_known,coarse_screen_status,selection_status
CZPOP-0041,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CompanyBankAccHandlerCZL.Codeunit.al,200,31447,Company Bank Acc. Handler CZL,StaticAutomatic (default),ServiceInvoiceEditOnRunOnBeforeAssignNewValues,ObjectType::Codeunit,"Codeunit::""Service Inv. Header - Edit""",OnRunOnBeforeAssignNewValues,,false,false,"var ServiceInvoiceHeader: Record ""Service Invoice Header""; ServiceInvoiceHeaderRec: Record ""Service Invoice Header""",ServiceInvoiceHeader | ServiceInvoiceHeaderRec,ServiceInvoiceHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0042,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CompanyInfoHandlerCZL.Codeunit.al,18,31041,Company Info Handler CZL,StaticAutomatic (default),CheckCzBankAccountNoOnBeforeBankAccountNoValidate,ObjectType::Table,"Database::""Company Information""",OnBeforeValidateEvent,Bank Account No.,false,false,"var Rec: Record ""Company Information""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0043,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CompanyInfoHandlerCZL.Codeunit.al,24,31041,Company Info Handler CZL,StaticAutomatic (default),CheckCzBankAccountNoOnBeforeCountryRegionCodeValidate,ObjectType::Table,"Database::""Company Information""",OnBeforeValidateEvent,Country/Region Code,false,false,"var Rec: Record ""Company Information""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0044,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CompanyInfoHandlerCZL.Codeunit.al,30,31041,Company Info Handler CZL,StaticAutomatic (default),ChangeMonthPeriodOnAfterCreatePeriodFormat,ObjectType::Codeunit,Codeunit::PeriodPageManagement,OnAfterCreatePeriodFormat,,false,false,"PeriodType: Enum ""Analysis Period Type""; Date: Date; var PeriodFormat: Text[10]",PeriodType | Date | PeriodFormat,PeriodFormat,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0045,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,15,11751,Contact Handler CZL,StaticAutomatic (default),RegNoOnBeforeDuplicateCheck,ObjectType::Table,Database::Contact,OnBeforeDuplicateCheck,,false,false,Contact: Record Contact; xContact: Record Contact; var IsDuplicateCheckNeeded: Boolean,Contact | xContact | IsDuplicateCheckNeeded,IsDuplicateCheckNeeded,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0046,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,23,11751,Contact Handler CZL,StaticAutomatic (default),RegNoOnAfterSetTypeForContact,ObjectType::Table,Database::Contact,OnAfterSetTypeForContact,,false,false,var Contact: Record Contact,Contact,Contact,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0047,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,35,11751,Contact Handler CZL,StaticAutomatic (default),RegNoOnBeforeIsUpdateNeeded,ObjectType::Table,Database::Contact,OnBeforeIsUpdateNeeded,,false,false,Contact: Record Contact; xContact: Record Contact; var UpdateNeeded: Boolean,Contact | xContact | UpdateNeeded,UpdateNeeded,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0048,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,43,11751,Contact Handler CZL,StaticAutomatic (default),SaveRegistrationNoOnBeforeCustCopyFieldsFromCont,ObjectType::Codeunit,"Codeunit::""CustVendBank-Update""",OnBeforeCustCopyFieldsFromCont,,false,false,var Customer: Record Customer,Customer,Customer,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0049,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,49,11751,Contact Handler CZL,StaticAutomatic (default),RegNoLogInitOnAfterUpdateCustomer,ObjectType::Codeunit,"Codeunit::""CustVendBank-Update""",OnAfterUpdateCustomerProcedure,,false,false,var Customer: Record Customer,Customer,Customer,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0050,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,58,11751,Contact Handler CZL,StaticAutomatic (default),SaveRegistrationNoOnBeforeVendCopyFieldsFromCont,ObjectType::Codeunit,"Codeunit::""CustVendBank-Update""",OnBeforeVendCopyFieldsFromCont,,false,false,var Vendor: Record Vendor,Vendor,Vendor,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0051,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,64,11751,Contact Handler CZL,StaticAutomatic (default),RegNoLogInitOnAfterUpdateVendorProcedure,ObjectType::Codeunit,"Codeunit::""CustVendBank-Update""",OnAfterUpdateVendorProcedure,,false,false,var Vendor: Record Vendor,Vendor,Vendor,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0052,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,73,11751,Contact Handler CZL,StaticAutomatic (default),RegNoLogOnAfterTransferFieldsFromCustToCont,ObjectType::Codeunit,"Codeunit::""CustCont-Update""",OnAfterTransferFieldsFromCustToCont,,false,false,var Contact: Record Contact; Customer: Record Customer,Contact | Customer,Contact,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0053,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ContactHandlerCZL.Codeunit.al,80,11751,Contact Handler CZL,StaticAutomatic (default),RegNoLogOnAfterTransferFieldsFromVendToCont,ObjectType::Codeunit,"Codeunit::""VendCont-Update""",OnAfterTransferFieldsFromVendToCont,,false,false,var Contact: Record Contact; Vendor: Record Vendor,Contact | Vendor,Contact,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0054,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,16,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),TariffNoOnAfterTransfldsFromSalesToPurchLine,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnAfterTransfldsFromSalesToPurchLine,,false,false,"var FromSalesLine: Record ""Sales Line""; var ToPurchaseLine: Record ""Purchase Line""",FromSalesLine | ToPurchaseLine,FromSalesLine | ToPurchaseLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0055,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,23,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),CopyCreditMemoTypeFromOldSalesHeader,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnAfterCopyFieldsFromOldSalesHeader,,false,false,"var ToSalesHeader: Record ""Sales Header""; OldSalesHeader: Record ""Sales Header""",ToSalesHeader | OldSalesHeader,ToSalesHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0056,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,32,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),UpdateBankInfoOnCopySalesDocUpdateHeaderOnBeforeUpdateCustLedgerEntry,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnCopySalesDocUpdateHeaderOnBeforeUpdateCustLedgerEntry,,false,false,"var ToSalesHeader: Record ""Sales Header""; FromDocType: Option",ToSalesHeader | FromDocType,ToSalesHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0057,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,58,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),UpdateBankInfoOnCopyPurchDocUpdateHeaderOnBeforeUpdateVendLedgerEntry,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnCopyPurchDocUpdateHeaderOnBeforeUpdateVendLedgerEntry,,false,false,"var ToPurchaseHeader: Record ""Purchase Header""; FromDocType: Option",ToPurchaseHeader | FromDocType,ToPurchaseHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0058,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,84,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),UpdatePostingDateOnAfterCopySalesHeaderArchive,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnAfterCopySalesHeaderArchive,,false,false,"var ToSalesHeader: Record ""Sales Header""; OldSalesHeader: Record ""Sales Header""; FromSalesHeaderArchive: Record ""Sales Header Archive""",ToSalesHeader | OldSalesHeader | FromSalesHeaderArchive,ToSalesHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0059,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyDocumentMgtHandlerCZL.Codeunit.al,94,11740,Copy Document Mgt. Handler CZL,StaticAutomatic (default),UpdatePostingDateOnAfterCopyPurchHeaderArchive,ObjectType::Codeunit,"Codeunit::""Copy Document Mgt.""",OnAfterCopyPurchHeaderArchive,,false,false,"var ToPurchaseHeader: Record ""Purchase Header""; OldPurchaseHeader: Record ""Purchase Header""; FromPurchaseHeaderArchive: Record ""Purchase Header Archive""",ToPurchaseHeader | OldPurchaseHeader | FromPurchaseHeaderArchive,ToPurchaseHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0060,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyGenJnlHandlerCZL.Codeunit.al,11,31063,Copy Gen. Jnl. Handler CZL,StaticAutomatic (default),ReplaceVATDateOnAfterInsertGenJournalLine,ObjectType::Codeunit,"Codeunit::""Copy Gen. Journal Mgt.""",OnAfterInsertGenJournalLine,,false,false,"PostedGenJournalLine: Record ""Posted Gen. Journal Line""; CopyGenJournalParameters: Record ""Copy Gen. Journal Parameters""; var GenJournalLine: Record ""Gen. Journal Line""",PostedGenJournalLine | CopyGenJournalParameters | GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0061,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CopyGenJnlHandlerCZL.Codeunit.al,20,31063,Copy Gen. Jnl. Handler CZL,StaticAutomatic (default),ReverseSignCorrectionOnAfterInsertGenJournalLine,ObjectType::Codeunit,"Codeunit::""Copy Gen. Journal Mgt.""",OnAfterInsertGenJournalLine,,false,false,"CopyGenJournalParameters: Record ""Copy Gen. Journal Parameters""; var GenJournalLine: Record ""Gen. Journal Line""",CopyGenJournalParameters | GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0062,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrPostSInvHandlerCZL.Codeunit.al,13,11735,Corr. Post. S.Inv. Handler CZL,StaticAutomatic (default),SetCreditMemoTypeOnAfterCreateCorrectiveSalesCrMemo,ObjectType::Codeunit,"Codeunit::""Correct Posted Sales Invoice""",OnAfterCreateCorrectiveSalesCrMemo,,false,false,"var SalesHeader: Record ""Sales Header""",SalesHeader,SalesHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0063,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,30,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),CheckDebitCreditOnBeforeInsertGLEntryBuffer,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnBeforeInsertGLEntryBuffer,,false,false,"var TempGLEntryBuf: Record ""G/L Entry"" temporary; var GenJournalLine: Record ""Gen. Journal Line""; var BalanceCheckAmount: Decimal; var BalanceCheckAmount2: Decimal; var BalanceCheckAddCurrAmount: Decimal; var BalanceCheckAddCurrAmount2: Decimal; var NextEntryNo: Integer; var TotalAmount: Decimal; var TotalAddCurrAmount: Decimal",TempGLEntryBuf | GenJournalLine | BalanceCheckAmount | BalanceCheckAmount2 | BalanceCheckAddCurrAmount | BalanceCheckAddCurrAmount2 | NextEntryNo | TotalAmount | TotalAddCurrAmount,TempGLEntryBuf | GenJournalLine | BalanceCheckAmount | BalanceCheckAmount2 | BalanceCheckAddCurrAmount | BalanceCheckAddCurrAmount2 | NextEntryNo | TotalAmount | TotalAddCurrAmount,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0064,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,38,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetDebitCreditAmtOnBeforeUpdateRecurringAmt,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Batch""",OnBeforeUpdateRecurringAmt,,false,false,"var GenJnlLine2: Record ""Gen. Journal Line""; var Updated: Boolean; var IsHandled: Boolean",GenJnlLine2 | Updated | IsHandled,GenJnlLine2 | Updated | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0065,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,78,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetGLCorrectionOnBeforeInsertValueEntry,ObjectType::Codeunit,"Codeunit::""Item Jnl.-Post Line""",OnBeforeInsertValueEntry,,false,false,"var ValueEntry: Record ""Value Entry""; ItemJournalLine: Record ""Item Journal Line""; var ItemLedgerEntry: Record ""Item Ledger Entry""; var ValueEntryNo: Integer; var InventoryPostingToGL: Codeunit ""Inventory Posting To G/L""; CalledFromAdjustment: Boolean",ValueEntry | ItemJournalLine | ItemLedgerEntry | ValueEntryNo | InventoryPostingToGL | CalledFromAdjustment,ValueEntry | ItemLedgerEntry | ValueEntryNo | InventoryPostingToGL,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0066,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,99,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetGLCorrectionOnBeforeInsertCorrValueEntry,ObjectType::Codeunit,"Codeunit::""Item Jnl.-Post Line""",OnBeforeInsertCorrValueEntry,,false,false,"var NewValueEntry: Record ""Value Entry""; OldValueEntry: Record ""Value Entry""; var ItemJournalLine: Record ""Item Journal Line""; Sign: Integer; CalledFromAdjustment: Boolean; var ItemLedgerEntry: Record ""Item Ledger Entry""; var ValueEntryNo: Integer; var InventoryPostingToGL: Codeunit ""Inventory Posting To G/L""",NewValueEntry | OldValueEntry | ItemJournalLine | Sign | CalledFromAdjustment | ItemLedgerEntry | ValueEntryNo | InventoryPostingToGL,NewValueEntry | ItemJournalLine | ItemLedgerEntry | ValueEntryNo | InventoryPostingToGL,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0067,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,106,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetGLCorrectionOnBeforeInsertCapValueEntry,ObjectType::Codeunit,"Codeunit::""Item Jnl.-Post Line""",OnBeforeInsertCapValueEntry,,false,false,"var ValueEntry: Record ""Value Entry""; ItemJnlLine: Record ""Item Journal Line""",ValueEntry | ItemJnlLine,ValueEntry,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0068,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,112,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetCorrectionOnBeforeFAJnlLineInsert,ObjectType::Codeunit,"Codeunit::""FA Reclass. Transfer Line""",OnBeforeFAJnlLineInsert,,false,false,"var FAJournalLine: Record ""FA Journal Line""; var FAReclassJournalLine: Record ""FA Reclass. Journal Line""; Sign: Integer",FAJournalLine | FAReclassJournalLine | Sign,FAJournalLine | FAReclassJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0069,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,125,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),SetCorrectionOnBeforeGenJnlLineInsert,ObjectType::Codeunit,"Codeunit::""FA Reclass. Transfer Line""",OnBeforeGenJnlLineInsert,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""; var FAReclassJournalLine: Record ""FA Reclass. Journal Line""; Sign: Integer",GenJournalLine | FAReclassJournalLine | Sign,GenJournalLine | FAReclassJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0070,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,138,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),InitInvtPostBufOnBeforeBufferPurchPosting,ObjectType::Codeunit,"Codeunit::""Inventory Posting To G/L""",OnBeforeBufferPurchPosting,,false,false,"var Sender: Codeunit ""Inventory Posting To G/L""; var ValueEntry: Record ""Value Entry""; var GlobalInvtPostBuf: Record ""Invt. Posting Buffer""; CostToPost: Decimal; CostToPostACY: Decimal; ExpCostToPost: Decimal; ExpCostToPostACY: Decimal; var IsHandled: Boolean",Sender | ValueEntry | GlobalInvtPostBuf | CostToPost | CostToPostACY | ExpCostToPost | ExpCostToPostACY | IsHandled,Sender | ValueEntry | GlobalInvtPostBuf | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0071,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CorrectionsPostingMgtCZL.Codeunit.al,182,11796,Corrections Posting Mgt. CZL,StaticAutomatic (default),InitInvtPostBufOnBeforeBufferSalesPosting,ObjectType::Codeunit,"Codeunit::""Inventory Posting To G/L""",OnBeforeBufferSalesPosting,,false,false,"var Sender: Codeunit ""Inventory Posting To G/L""; var ValueEntry: Record ""Value Entry""; var GlobalInvtPostBuf: Record ""Invt. Posting Buffer""; CostToPost: Decimal; CostToPostACY: Decimal; ExpCostToPost: Decimal; ExpCostToPostACY: Decimal; var IsHandled: Boolean",Sender | ValueEntry | GlobalInvtPostBuf | CostToPost | CostToPostACY | ExpCostToPost | ExpCostToPostACY | IsHandled,Sender | ValueEntry | GlobalInvtPostBuf | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
