publisher_id,source_commit,source_path,source_line,event_type,container_type,container_id,container_name,procedure_name,procedure_signature,parameter_names,var_parameter_names,include_sender,global_var_access,isolated_argument,has_ishandled_parameter,has_handled_parameter,has_skip_parameter,conditional_compilation_context
CZPUB-0001,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccSchedExtensionMgtCZL.Codeunit.al,541,IntegrationEvent,codeunit,31326,Acc. Sched. Extension Mgt. CZL,OnFindSharedAccountScheduleOnBeforeCalcAccSchedLineCellValue,"SourceAccScheduleLine: Record ""Acc. Schedule Line""; var ""; var AccScheduleLine: Record "": Record ""Acc. Schedule Line""; var ColumnLayout: Record ""Column Layout""; CalcAddCurr: Boolean; var CellValue: Decimal; var IsHandled: Boolean","SourceAccScheduleLine | ""; var AccScheduleLine | ColumnLayout | CalcAddCurr | CellValue | IsHandled","""; var AccScheduleLine | ColumnLayout | CellValue | IsHandled",false,false,,Yes,No,No,
CZPUB-0002,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccSchedExtensionMgtCZL.Codeunit.al,546,IntegrationEvent,codeunit,31326,Acc. Sched. Extension Mgt. CZL,OnAfterSetCustLedgEntryFilters,"AccScheduleExtensionCZL: Record ""Acc. Schedule Extension CZL""; var CustLedgerEntry: Record ""Cust. Ledger Entry""",AccScheduleExtensionCZL | CustLedgerEntry,CustLedgerEntry,false,false,,No,No,No,
CZPUB-0003,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccSchedExtensionMgtCZL.Codeunit.al,551,IntegrationEvent,codeunit,31326,Acc. Sched. Extension Mgt. CZL,OnAfterSetVendLedgEntryFilters,"AccScheduleExtensionCZL: Record ""Acc. Schedule Extension CZL""; var VendorLedgerEntry: Record ""Vendor Ledger Entry""",AccScheduleExtensionCZL | VendorLedgerEntry,VendorLedgerEntry,false,false,,No,No,No,
CZPUB-0004,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccScheduleManagementCZL.Codeunit.al,339,IntegrationEvent,codeunit,11700,Acc. Schedule Management CZL,OnBeforePrintAccScheduleByType,"var FinancialReport: Record ""Financial Report""; var IsHandled: Boolean",FinancialReport | IsHandled,FinancialReport | IsHandled,false,false,,Yes,No,No,
CZPUB-0005,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccScheduleManagementCZL.Codeunit.al,344,IntegrationEvent,codeunit,11700,Acc. Schedule Management CZL,OnBeforeAccScheduleOverviewOnBeforePrint,"var AccScheduleLine: Record ""Acc. Schedule Line""; ColumnLayoutName: Code[10]; var IsHandled: Boolean",AccScheduleLine | ColumnLayoutName | IsHandled,AccScheduleLine | IsHandled,false,false,,Yes,No,No,
CZPUB-0006,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/AccScheduleManagementCZL.Codeunit.al,349,IntegrationEvent,codeunit,11700,Acc. Schedule Management CZL,OnTotalingOnAfterValidateEventOnBeforeValidateFormula,"var AccScheduleLine: Record ""Acc. Schedule Line""; var AccSchedExtensionMgtCZL: Codeunit ""Acc. Sched. Extension Mgt. CZL""; var IsHandled: Boolean",AccScheduleLine | AccSchedExtensionMgtCZL | IsHandled,AccScheduleLine | AccSchedExtensionMgtCZL | IsHandled,false,false,,Yes,No,No,
CZPUB-0007,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ApprovalsManagementCZL.Codeunit.al,39,IntegrationEvent,codeunit,31397,Approvals Management CZL,OnBeforeSetStatusToApproved,var Variant: Variant,Variant,Variant,false,false,,No,No,No,
CZPUB-0008,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ApprovalsManagementCZL.Codeunit.al,44,IntegrationEvent,codeunit,31397,Approvals Management CZL,OnSetStatusToApproved,InputRecordRef: RecordRef; var Variant: Variant; var IsHandled: Boolean,InputRecordRef | Variant | IsHandled,Variant | IsHandled,false,false,,Yes,No,No,
CZPUB-0009,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/BankOperationsFunctionsCZL.Codeunit.al,226,IntegrationEvent,codeunit,31037,Bank Operations Functions CZL,OnCreateVariableSymbol,Input: Code[35]; var VariableSymbol: Code[10],Input | VariableSymbol,VariableSymbol,false,false,,No,No,No,
CZPUB-0010,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ConfVATEntUpdateMgtCZL.Codeunit.al,44,IntegrationEvent,codeunit,31130,Conf. VAT Ent. Update Mgt. CZL,OnBeforeGuiAllowed,var Result: Boolean; var IsHandled: Boolean,Result | IsHandled,Result | IsHandled,false,false,,Yes,No,No,
CZPUB-0011,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CrossApplicationMgtCZL.Codeunit.al,54,IntegrationEvent,codeunit,31419,Cross Application Mgt. CZL,OnSetAppliesToID,AppliesToID: Code[50],AppliesToID,,false,false,,No,No,No,
CZPUB-0012,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CrossApplicationMgtCZL.Codeunit.al,59,IntegrationEvent,codeunit,31419,Cross Application Mgt. CZL,OnCollectSuggestedApplication,"CollectedForTableID: Integer; CollectedFor: Variant; CalledFrom: Variant; var CrossApplicationBufferCZL: Record ""Cross Application Buffer CZL""",CollectedForTableID | CollectedFor | CalledFrom | CrossApplicationBufferCZL,CrossApplicationBufferCZL,false,false,,No,No,No,
CZPUB-0013,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CustomerVendorBalanceCZL.Codeunit.al,196,IntegrationEvent,codeunit,31058,Customer Vendor Balance CZL,OnFillCustomerVendorBufferOnBeforeInsertCustLedgerEntry,"var TempCVLedgerEntryBuffer: Record ""CV Ledger Entry Buffer"" temporary; CustLedgerEntry: Record ""Cust. Ledger Entry""",TempCVLedgerEntryBuffer | CustLedgerEntry,TempCVLedgerEntryBuffer,false,false,,No,No,No,
CZPUB-0014,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/CustomerVendorBalanceCZL.Codeunit.al,201,IntegrationEvent,codeunit,31058,Customer Vendor Balance CZL,OnFillCustomerVendorBufferOnBeforeInsertVendorLedgerEntry,"var TempCVLedgerEntryBuffer: Record ""CV Ledger Entry Buffer"" temporary; VendorLedgerEntry: Record ""Vendor Ledger Entry""",TempCVLedgerEntryBuffer | VendorLedgerEntry,TempCVLedgerEntryBuffer,false,false,,No,No,No,
CZPUB-0015,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EETManagementCZL.Codeunit.al,148,IntegrationEvent,codeunit,31118,EET Management CZL,OnAfterIsEETEnabled,var EETEnabled: Boolean,EETEnabled,EETEnabled,false,false,,No,No,No,
CZPUB-0016,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EETManagementCZL.Codeunit.al,153,IntegrationEvent,codeunit,31118,EET Management CZL,OnBeforeCreateCancelEETEntry,"EETEntryCZL: Record ""EET Entry CZL""; var CancelEETEntryNo: Integer; var IsHandled: Boolean",EETEntryCZL | CancelEETEntryNo | IsHandled,CancelEETEntryNo | IsHandled,false,false,,Yes,No,No,
CZPUB-0017,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EETManagementCZL.Codeunit.al,158,IntegrationEvent,codeunit,31118,EET Management CZL,OnCreateSimpleEETEntryOnBeforeInsertEETEntry,"var EETEntryCZL: Record ""EET Entry CZL""",EETEntryCZL,EETEntryCZL,false,false,,No,No,No,
CZPUB-0018,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ExchRateAdjmtMgtCZL.Codeunit.al,41,IntegrationEvent,codeunit,31167,Exch. Rate Adjmt. Mgt. CZL,OnBeforeAdjustRemainingAmountLCY,"var NewCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var DtldCVLedgEntryBuf: Record ""Detailed CV Ledg. Entry Buffer""; GenJnlLine: Record ""Gen. Journal Line""; var IsHandled: Boolean",NewCVLedgEntryBuf | DtldCVLedgEntryBuf | GenJnlLine | IsHandled,NewCVLedgEntryBuf | DtldCVLedgEntryBuf | IsHandled,false,false,,Yes,No,No,
CZPUB-0019,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FormatAddressHandlerCZL.Codeunit.al,29,IntegrationEvent,codeunit,31144,Format Address Handler CZL,OnBeforeClearCounty,"var Country: Record ""Country/Region""; var CountyText: Text[50]; var IsHandled: Boolean",Country | CountyText | IsHandled,Country | CountyText | IsHandled,false,false,,Yes,No,No,
CZPUB-0020,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,425,IntegrationEvent,codeunit,31315,Gen.Jnl. Post Line Handler CZL,OnBeforeUpdateVATAmountOnAfterInitVAT,"var GenJournalLine: Record ""Gen. Journal Line""; var GLEntry: Record ""G/L Entry""; var IsHandled: Boolean",GenJournalLine | GLEntry | IsHandled,GenJournalLine | GLEntry | IsHandled,false,false,,Yes,No,No,
CZPUB-0021,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineMgtCZL.Codeunit.al,47,IntegrationEvent,codeunit,11703,Gen. Jnl.-Post Line Mgt. CZL,OnBeforeCalcAppliedAmountLCY,"var NewCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var OldCVLedgEntryBuf2: Record ""CV Ledger Entry Buffer""; var OldAppliedAmount: Decimal; var AppliedAmount: Decimal; var AppliedAmountLCY: Decimal; var IsHandled: Boolean",NewCVLedgEntryBuf | OldCVLedgEntryBuf | OldCVLedgEntryBuf2 | OldAppliedAmount | AppliedAmount | AppliedAmountLCY | IsHandled,NewCVLedgEntryBuf | OldCVLedgEntryBuf | OldCVLedgEntryBuf2 | OldAppliedAmount | AppliedAmount | AppliedAmountLCY | IsHandled,false,false,,Yes,No,No,
CZPUB-0022,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineMgtCZL.Codeunit.al,52,IntegrationEvent,codeunit,11703,Gen. Jnl.-Post Line Mgt. CZL,OnBeforeCalcRealizedGainLossLCY,"var CVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; AppliedAmount: Decimal; AppliedAmountLCY: Decimal; var RealizedGainLossLCY: Decimal; var IsHandled: Boolean",CVLedgEntryBuf | AppliedAmount | AppliedAmountLCY | RealizedGainLossLCY | IsHandled,CVLedgEntryBuf | RealizedGainLossLCY | IsHandled,false,false,,Yes,No,No,
CZPUB-0023,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineMgtCZL.Codeunit.al,57,IntegrationEvent,codeunit,11703,Gen. Jnl.-Post Line Mgt. CZL,OnIsCalcCurrencyUnrealizedGainLossSuppressed,var IsSuppressed: Boolean,IsSuppressed,IsSuppressed,false,false,,No,No,No,
CZPUB-0024,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/InvtDocumentPrintedCZL.Codeunit.al,30,IntegrationEvent,codeunit,31408,Invt. Document-Printed CZL,OnBeforeModify,"var InvtDocumentHeader: Record ""Invt. Document Header""",InvtDocumentHeader,InvtDocumentHeader,false,false,,No,No,No,
CZPUB-0025,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/InvtDocumentPrintedCZL.Codeunit.al,35,IntegrationEvent,codeunit,31408,Invt. Document-Printed CZL,OnBeforeOnRun,"var InvtDocumentHeader: Record ""Invt. Document Header""; var SuppressCommit: Boolean",InvtDocumentHeader | SuppressCommit,InvtDocumentHeader | SuppressCommit,false,false,,No,No,No,
CZPUB-0026,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ItemChargeAssgntPurchCZL.Codeunit.al,135,IntegrationEvent,codeunit,31179,Item Charge Assgnt. Purch. CZL,OnBeforeCreateItemEntryChargeAssgnt,"var ItemLedgerEntry: Record ""Item Ledger Entry""; var ItemChargeAssignmentPurch: Record ""Item Charge Assignment (Purch)""; var IsHandled: Boolean",ItemLedgerEntry | ItemChargeAssignmentPurch | IsHandled,ItemLedgerEntry | ItemChargeAssignmentPurch | IsHandled,false,false,,Yes,No,No,
CZPUB-0027,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ItemChargeAssgntPurchCZL.Codeunit.al,140,IntegrationEvent,codeunit,31179,Item Charge Assgnt. Purch. CZL,OnBeforePostItemChargePerPosAdjItem,"PurchPost: Codeunit ""Purch.-Post""; var TempItemChargeAssignmentPurch: Record ""Item Charge Assignment (Purch)"" temporary; PurchaseHeader: Record ""Purchase Header""; PurchaseLine: Record ""Purchase Line""; var IsHandled: Boolean",PurchPost | TempItemChargeAssignmentPurch | PurchaseHeader | PurchaseLine | IsHandled,TempItemChargeAssignmentPurch | IsHandled,false,false,,Yes,No,No,
CZPUB-0028,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ItemChargeAssgntPurchCZL.Codeunit.al,145,IntegrationEvent,codeunit,31179,Item Charge Assgnt. Purch. CZL,OnBeforeInsertItemChargeAssgntWithAssignValues,"var ItemChargeAssignmentPurch: Record ""Item Charge Assignment (Purch)""; FromItemChargeAssignmentPurch: Record ""Item Charge Assignment (Purch)""",ItemChargeAssignmentPurch | FromItemChargeAssignmentPurch,ItemChargeAssignmentPurch,false,false,,No,No,No,
CZPUB-0029,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ItemLedgerEntryEditCZL.Codeunit.al,27,IntegrationEvent,codeunit,31125,Item Ledger Entry-Edit CZL,OnRunOnBeforeItemLedgEntryModify,"var ItemLedgerEntry: Record ""Item Ledger Entry""; FromItemLedgerEntry: Record ""Item Ledger Entry""",ItemLedgerEntry | FromItemLedgerEntry,ItemLedgerEntry,false,false,,No,No,No,
CZPUB-0030,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ItemLedgerEntryEditCZL.Codeunit.al,32,IntegrationEvent,codeunit,31125,Item Ledger Entry-Edit CZL,OnRunOnAfterItemLedgEntryModify,"var ItemLedgerEntry: Record ""Item Ledger Entry""",ItemLedgerEntry,ItemLedgerEntry,false,false,,No,No,No,
CZPUB-0031,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/NonDeductibleVATCZL.Codeunit.al,254,IntegrationEvent,codeunit,31147,Non-Deductible VAT CZL,OnBeforeGetNonDeductibleVATPct,"VATPostingSetup: Record ""VAT Posting Setup""; GeneralPostingType: Enum ""General Posting Type""; ToDate: Date; var NonDeductibleVATPct: Decimal; var IsHandled: Boolean",VATPostingSetup | GeneralPostingType | ToDate | NonDeductibleVATPct | IsHandled,NonDeductibleVATPct | IsHandled,false,false,,Yes,No,No,
CZPUB-0032,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PostedInvtRcptPrintedCZL.Codeunit.al,33,IntegrationEvent,codeunit,31409,Posted Invt. Rcpt.-Printed CZL,OnBeforeModify,"var InvtReceiptHeader: Record ""Invt. Receipt Header""",InvtReceiptHeader,InvtReceiptHeader,false,false,,No,No,No,
CZPUB-0033,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PostedInvtRcptPrintedCZL.Codeunit.al,38,IntegrationEvent,codeunit,31409,Posted Invt. Rcpt.-Printed CZL,OnBeforeOnRun,"var InvtReceiptHeader: Record ""Invt. Receipt Header""; var SuppressCommit: Boolean",InvtReceiptHeader | SuppressCommit,InvtReceiptHeader | SuppressCommit,false,false,,No,No,No,
CZPUB-0034,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PostedInvtShptPrintedCZL.Codeunit.al,33,IntegrationEvent,codeunit,31410,Posted Invt. Shpt.-Printed CZL,OnBeforeModify,"var InvtShipmentHeader: Record ""Invt. Shipment Header""",InvtShipmentHeader,InvtShipmentHeader,false,false,,No,No,No,
CZPUB-0035,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PostedInvtShptPrintedCZL.Codeunit.al,38,IntegrationEvent,codeunit,31410,Posted Invt. Shpt.-Printed CZL,OnBeforeOnRun,"var InvtShipmentHeader: Record ""Invt. Shipment Header""; var SuppressCommit: Boolean",InvtShipmentHeader | SuppressCommit,InvtShipmentHeader | SuppressCommit,false,false,,No,No,No,
CZPUB-0036,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PurchasePostingHandlerCZL.Codeunit.al,219,IntegrationEvent,codeunit,31039,Purchase Posting Handler CZL,OnBeforeCheckTariffNo,"PurchaseHeader: Record ""Purchase Header""; var IsHandled: Boolean",PurchaseHeader | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0037,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/PurchaseVATDelayPostingCZL.Codeunit.al,183,IntegrationEvent,codeunit,11760,Purchase VAT Delay Posting CZL,OnAfterInitGenJournalLine,"PurchaseHeader: Record ""Purchase Header""; TempInvoicePostingBuffer: Record ""Invoice Posting Buffer""; var GenJournalLine: Record ""Gen. Journal Line""",PurchaseHeader | TempInvoicePostingBuffer | GenJournalLine,GenJournalLine,false,false,,No,No,No,
CZPUB-0038,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ReconciliationHandlerCZL.Codeunit.al,56,IntegrationEvent,tableextension,31047,G/L Account Net Change CZL,OnSetSaveNetChangeBeforeModifyGLAccountNetChange,"var GLAccountNetChange: Record ""G/L Account Net Change""; GenJournalLine: Record ""Gen. Journal Line""; NetChangeLCY: Decimal; NetChange: Decimal",GLAccountNetChange | GenJournalLine | NetChangeLCY | NetChange,GLAccountNetChange,false,false,,No,No,No,not CLEAN27
CZPUB-0039,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ReconciliationHandlerCZL.Codeunit.al,62,IntegrationEvent,tableextension,31047,G/L Account Net Change CZL,OnSetSaveNetChangeBeforeInsertGLAccountNetChange,"var GLAccountNetChange: Record ""G/L Account Net Change""; GenJournalLine: Record ""Gen. Journal Line""; NetChangeLCY: Decimal; NetChange: Decimal",GLAccountNetChange | GenJournalLine | NetChangeLCY | NetChange,GLAccountNetChange,false,false,,No,No,No,not CLEAN27
CZPUB-0040,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/RegistrationLogMgtCZL.Codeunit.al,453,IntegrationEvent,codeunit,11755,Registration Log Mgt. CZL,OnBeforeAssistEditRegNo,"AccountType: Enum ""Reg. Log Account Type CZL""; AccountNo: Code[20]; var IsHandled: Boolean",AccountType | AccountNo | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0041,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/RegistrationLogMgtCZL.Codeunit.al,458,IntegrationEvent,codeunit,11755,Registration Log Mgt. CZL,OnLogVerificationOnAfterSetDataFromAddressObject,"AddressObject: JsonObject; var NewRegistrationLogCZL: Record ""Registration Log CZL""",AddressObject | NewRegistrationLogCZL,NewRegistrationLogCZL,false,false,,No,No,No,
CZPUB-0042,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/RegistrationLogMgtCZL.Codeunit.al,463,IntegrationEvent,codeunit,11755,Registration Log Mgt. CZL,OnLogVerificationOnBeforeInsertRegistrationLogCZL,"var RegistrationLogCZL: Record ""Registration Log CZL""; ResponseObject: JsonObject; Address: array[10] of Text; AddressText: Text",RegistrationLogCZL | ResponseObject | Address | AddressText,RegistrationLogCZL,false,false,,No,No,No,
CZPUB-0043,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/RegistrationNoMgtCZL.Codeunit.al,128,IntegrationEvent,codeunit,11756,Registration No. Mgt. CZL,OnBeforeCheckDuplicity,var Customer: Record Customer; var Vendor: Record Vendor; var Contact: Record Contact,Customer | Vendor | Contact,Customer | Vendor | Contact,false,false,,No,No,No,
CZPUB-0044,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/RegistrationNoMgtCZL.Codeunit.al,133,IntegrationEvent,codeunit,11756,Registration No. Mgt. CZL,OnBeforeCheckContactDuplicity,RegNo: Text[20]; Number: Code[20]; IsTax: Boolean; var IsHandled: Boolean,RegNo | Number | IsTax | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0045,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ReleaseVIESDeclarationCZL.Codeunit.al,87,IntegrationEvent,codeunit,31059,Release VIES Declaration CZL,OnBeforeCheckLine,"VIESDeclarationHeaderCZL: Record ""VIES Declaration Header CZL""; VIESDeclarationLineCZL: Record ""VIES Declaration Line CZL""; var IsHandled: Boolean",VIESDeclarationHeaderCZL | VIESDeclarationLineCZL | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0046,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ReleaseVIESDeclarationCZL.Codeunit.al,92,IntegrationEvent,codeunit,31059,Release VIES Declaration CZL,OnAfterIsLineAmountCheckingEnabled,"VIESDeclarationHeaderCZL: Record ""VIES Declaration Header CZL""; VIESDeclarationLineCZL: Record ""VIES Declaration Line CZL""; var IsEnabled: Boolean",VIESDeclarationHeaderCZL | VIESDeclarationLineCZL | IsEnabled,IsEnabled,false,false,,No,No,No,
CZPUB-0047,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ReplaceVATPeriodMgtCZL.Codeunit.al,47,IntegrationEvent,codeunit,11720,Replace VAT Period Mgt. CZL,OnAfterIsEnabled,var FeatureEnabled: Boolean,FeatureEnabled,FeatureEnabled,false,false,,No,No,No,not CLEAN28
CZPUB-0048,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SOAPWSRequestManagementCZL.Codeunit.al,303,IntegrationEvent,codeunit,31031,SOAP WS Request Management CZL,OnGetResponseContentFault,ResponseContent: Text; var ErrorText: Text,ResponseContent | ErrorText,ErrorText,false,false,,No,No,No,
CZPUB-0049,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SalesPostingHandlerCZL.Codeunit.al,412,IntegrationEvent,codeunit,31038,Sales Posting Handler CZL,OnBeforeCheckTariffNo,"SalesHeader: Record ""Sales Header""; var IsHandled: Boolean",SalesHeader | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0050,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/ServicePostingHandlerCZL.Codeunit.al,207,IntegrationEvent,codeunit,31040,Service Posting Handler CZL,OnBeforeCheckTariffNo,"ServiceHeader: Record ""Service Header""; var IsHandled: Boolean",ServiceHeader | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0051,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,401,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnAfterIsVATRegNoExportPossible,VATRegNo: Code[20]; CountryCode: Code[10]; var ReturnValue: Boolean,VATRegNo | CountryCode | ReturnValue,ReturnValue,false,false,,No,No,No,
CZPUB-0052,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,406,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnBeforeConfirmProcess,ConfirmQuestion: Text; var IsHandled: Boolean,ConfirmQuestion | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0053,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,411,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnIsConfirmDialogAllowed,var IsAllowed: Boolean,IsAllowed,IsAllowed,false,false,,No,No,No,
CZPUB-0054,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,416,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnAfterSetDefaultUnreliablePayerServiceURL,"var UnrelPayerServiceSetupCZL: Record ""Unrel. Payer Service Setup CZL""",UnrelPayerServiceSetupCZL,UnrelPayerServiceSetupCZL,false,false,,No,No,No,
CZPUB-0055,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,421,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnBeforeImportUnrPayerStatus,VATRegNoList: List of [Code[20]]; ShowMessage: Boolean; var IsHandled: Boolean,VATRegNoList | ShowMessage | IsHandled,IsHandled,false,false,,Yes,No,No,
CZPUB-0056,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,426,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnAfterImportUnrPayerStatusOnBeforeMessage,VATRegNoList: List of [Code[20]]; var InsertEntryCount: Integer,VATRegNoList | InsertEntryCount,InsertEntryCount,false,false,,No,No,No,
CZPUB-0057,397d01199c321e774edaf23a7290fee40f75c6a6,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,431,IntegrationEvent,codeunit,11758,Unreliable Payer Mgt. CZL,OnBeforeImportUnrPayerList,VATRegNoList: List of [Code[20]]; ShowMessage: Boolean; var IsHandled: Boolean,VATRegNoList | ShowMessage | IsHandled,IsHandled,false,false,,Yes,No,No,
